LAM,Th_P90,Th_P90_corr,Th_P0,Th_P0_corr,Th_UnPol,Th_UnPol_corr,Lab_P90,Lab_P90_corr,Lab_P0,Lab_P0_corr,Lab_Unpol,Lab_Unpol_corr,,V-Arm
0.4922,0.5329,0.274761620936543,0.6359,0.327868108000653,0.5844,0.301314864468598,0.4991,0.257334443628127,0.5955,0.307037990744439,0.5473,0.282186217186283,,0.515596961787471
0.4923,0.5351,0.275895934252476,0.6378,0.328847742228049,0.5864,0.302346058392173,0.5013,0.258468756944059,0.5974,0.308017624971835,0.5493,0.283217411109858,,0.515596961787471
0.4924,0.5373,0.277030247568408,0.6396,0.329775816759266,0.5885,0.303428812011926,0.5034,0.259551510563813,0.5992,0.308945699503052,0.5513,0.284248605033432,,0.515596961787471
0.4925,0.5395,0.27816456088434,0.6414,0.330703891290484,0.5905,0.304460005935501,0.5056,0.260685823879745,0.601,0.30987377403427,0.5533,0.285279798957007,,0.515596961787471
0.4926,0.5417,0.279298874200273,0.6432,0.331631965821701,0.5925,0.305491199859076,0.5077,0.261768577499499,0.6029,0.310853408261666,0.5553,0.286310992880582,,0.515596961787471
0.4927,0.5439,0.280433187516205,0.645,0.332560040352919,0.5945,0.306522393782651,0.5099,0.262902890815431,0.6047,0.311781482792883,0.5573,0.287342186804157,,0.515596961787471
0.4928,0.5461,0.281567500832138,0.6468,0.333488114884136,0.5965,0.307553587706226,0.5121,0.264037204131364,0.6065,0.312709557324101,0.5593,0.288373380727732,,0.515596961787471
0.4929,0.5483,0.28270181414807,0.6486,0.334416189415353,0.5984,0.308533221933622,0.5142,0.265119957751117,0.6083,0.313637631855318,0.5613,0.289404574651307,,0.515596961787471
0.493,0.5505,0.283836127464003,0.6504,0.335344263946571,0.6004,0.309564415857197,0.5164,0.26625427106705,0.6101,0.314565706386536,0.5632,0.290384208878703,,0.515596961787471
0.4931,0.5527,0.284970440779935,0.6522,0.336272338477788,0.6024,0.310595609780772,0.5185,0.267337024686803,0.6119,0.315493780917753,0.5652,0.291415402802278,,0.515596961787471
0.4932,0.5549,0.286104754095867,0.654,0.337200413009006,0.6044,0.311626803704347,0.5207,0.268471338002736,0.6137,0.316421855448971,0.5672,0.292446596725853,,0.515596961787471
0.4933,0.5571,0.2872390674118,0.6557,0.338076927844044,0.6064,0.312657997627922,0.5228,0.26955409162249,0.6155,0.317349929980188,0.5692,0.293477790649428,,0.515596961787471
0.4934,0.5592,0.288321821031554,0.6575,0.339005002375262,0.6084,0.313689191551497,0.525,0.270688404938422,0.6172,0.318226444815227,0.5711,0.294457424876824,,0.515596961787471
0.4935,0.5614,0.289456134347486,0.6593,0.339933076906479,0.6103,0.314668825778893,0.5271,0.271771158558176,0.619,0.319154519346444,0.5731,0.295488618800399,,0.515596961787471
0.4936,0.5636,0.290590447663418,0.661,0.340809591741518,0.6123,0.315700019702468,0.5293,0.272905471874108,0.6207,0.320031034181483,0.575,0.296468253027796,,0.515596961787471
0.4937,0.5658,0.291724760979351,0.6628,0.341737666272735,0.6143,0.316731213626043,0.5314,0.273988225493862,0.6225,0.3209591087127,0.577,0.297499446951371,,0.515596961787471
0.4938,0.568,0.292859074295283,0.6645,0.342614181107774,0.6163,0.317762407549618,0.5335,0.275070979113616,0.6242,0.321835623547739,0.5789,0.298479081178767,,0.515596961787471
0.4939,0.5702,0.293993387611216,0.6663,0.343542255638992,0.6182,0.318742041777014,0.5357,0.276205292429548,0.626,0.322763698078957,0.5808,0.299458715406163,,0.515596961787471
0.494,0.5723,0.295076141230969,0.668,0.34441877047403,0.6202,0.319773235700589,0.5378,0.277288046049302,0.6277,0.323640212913995,0.5827,0.300438349633559,,0.515596961787471
0.4941,0.5745,0.296210454546902,0.6698,0.345346845005248,0.6221,0.320752869927985,0.5399,0.278370799669055,0.6294,0.324516727749034,0.5846,0.301417983860955,,0.515596961787471
0.4942,0.5767,0.297344767862834,0.6715,0.346223359840286,0.6241,0.32178406385156,0.542,0.279453553288809,0.6311,0.325393242584073,0.5866,0.30244917778453,,0.515596961787471
0.4943,0.5788,0.298427521482588,0.6732,0.347099874675325,0.626,0.322763698078957,0.5441,0.280536306908563,0.6328,0.326269757419111,0.5884,0.303377252315748,,0.515596961787471
