LAM,Th_P90,Th_P90_corr,Th_P0,Th_P0_corr,Th_UnPol,Th_UnPol_corr,Lab_90,Lab_P90_corr,Lab_P0 ,Lab_P0_corr,Lab_Unpol,Lab_Unpol_corr,,R-Arm
0.6201,0.5837,0.300953946595347,0.6863,0.353854194874741,0.635,0.327404070735044,0.5565,0.286929709234727,0.6544,0.337406651793721,0.6054,0.312142400666135,,0.515596961787471
0.6202,0.585,0.30162422264567,0.6874,0.354421351532707,0.6362,0.328022787089189,0.5577,0.287548425588872,0.6553,0.337870689059329,0.6065,0.312709557324101,,0.515596961787471
0.6203,0.5864,0.302346058392173,0.6884,0.354936948494495,0.6374,0.328641503443334,0.559,0.288218701639196,0.6562,0.338334726324938,0.6076,0.313276713982067,,0.515596961787471
0.6204,0.5878,0.303067894138675,0.6895,0.355504105152461,0.6386,0.329260219797479,0.5602,0.288837417993341,0.6571,0.338798763590547,0.6087,0.313843870640033,,0.515596961787471
0.6205,0.5891,0.303738170188999,0.6905,0.356019702114248,0.6398,0.329878936151624,0.5614,0.289456134347486,0.658,0.339262800856156,0.6097,0.314359467601821,,0.515596961787471
0.6206,0.5905,0.304460005935501,0.6916,0.356586858772215,0.6411,0.330549212201947,0.5626,0.290074850701631,0.659,0.339778397817943,0.6108,0.314926624259787,,0.515596961787471
0.6207,0.5919,0.305181841682004,0.6927,0.357154015430181,0.6423,0.331167928556092,0.5638,0.290693567055776,0.6599,0.340242435083552,0.6118,0.315442221221574,,0.515596961787471
0.6208,0.5932,0.305852117732327,0.6937,0.357669612391968,0.6435,0.331786644910237,0.565,0.291312283409921,0.6607,0.340654912652982,0.6129,0.316009377879541,,0.515596961787471
0.6209,0.5946,0.30657395347883,0.6948,0.358236769049935,0.6447,0.332405361264382,0.5663,0.291982559460245,0.6616,0.341118949918591,0.6139,0.316524974841328,,0.515596961787471
0.621,0.596,0.307295789225332,0.6958,0.358752366011722,0.6459,0.333024077618527,0.5675,0.29260127581439,0.6625,0.341582987184199,0.615,0.317092131499294,,0.515596961787471
0.6211,0.5973,0.307966065275656,0.6969,0.359319522669688,0.6471,0.333642793972672,0.5687,0.293219992168534,0.6634,0.342047024449808,0.616,0.317607728461082,,0.515596961787471
0.6212,0.5987,0.308687901022159,0.6979,0.359835119631476,0.6483,0.334261510326817,0.5698,0.293787148826501,0.6643,0.342511061715417,0.6171,0.318174885119048,,0.515596961787471
0.6213,0.6,0.309358177072482,0.699,0.360402276289442,0.6495,0.334880226680962,0.571,0.294405865180646,0.6652,0.342975098981025,0.6181,0.318690482080836,,0.515596961787471
0.6214,0.6014,0.310080012818985,0.7,0.360917873251229,0.6507,0.335498943035107,0.5722,0.295024581534791,0.666,0.343387576550455,0.6191,0.319206079042623,,0.515596961787471
0.6215,0.6028,0.310801848565487,0.701,0.361433470213017,0.6519,0.336117659389252,0.5734,0.295643297888936,0.6669,0.343851613816064,0.6202,0.319773235700589,,0.515596961787471
0.6216,0.6041,0.311472124615811,0.7021,0.362000626870983,0.6531,0.336736375743397,0.5746,0.296262014243081,0.6678,0.344315651081673,0.6212,0.320288832662377,,0.515596961787471
0.6217,0.6055,0.312193960362313,0.7031,0.362516223832771,0.6543,0.337355092097542,0.5758,0.296880730597226,0.6686,0.344728128651103,0.6222,0.320804429624164,,0.515596961787471
0.6218,0.6068,0.312864236412637,0.7042,0.363083380490737,0.6555,0.337973808451687,0.577,0.297499446951371,0.6695,0.345192165916712,0.6232,0.321320026585952,,0.515596961787471
0.6219,0.6082,0.31358607215914,0.7052,0.363598977452524,0.6567,0.338592524805832,0.5781,0.298066603609337,0.6704,0.34565620318232,0.6243,0.321887183243918,,0.515596961787471
0.622,0.6096,0.314307907905642,0.7062,0.364114574414312,0.6579,0.339211241159977,0.5793,0.298685319963482,0.6712,0.34606868075175,0.6253,0.322402780205705,,0.515596961787471
0.6221,0.6109,0.314978183955966,0.7073,0.364681731072278,0.6591,0.339829957514122,0.5805,0.299304036317627,0.6721,0.346532718017359,0.6263,0.322918377167493,,0.515596961787471
0.6222,0.6123,0.315700019702468,0.7083,0.365197328034065,0.6603,0.340448673868267,0.5817,0.299922752671772,0.6729,0.346945195586789,0.6273,0.32343397412928,,0.515596961787471
0.6223,0.6136,0.316370295752792,0.7093,0.365712924995853,0.6615,0.341067390222412,0.5828,0.300489909329738,0.6738,0.347409232852398,0.6283,0.323949571091068,,0.515596961787471
0.6224,0.615,0.317092131499294,0.7104,0.366280081653819,0.6627,0.341686106576557,0.584,0.301108625683883,0.6746,0.347821710421828,0.6293,0.324465168052855,,0.515596961787471
0.6225,0.6163,0.317762407549618,0.7114,0.366795678615607,0.6639,0.342304822930702,0.5852,0.301727342038028,0.6754,0.348234187991258,0.6303,0.324980765014643,,0.515596961787471
0.6226,0.6177,0.318484243296121,0.7124,0.367311275577394,0.6651,0.342923539284847,0.5863,0.302294498695994,0.6763,0.348698225256866,0.6313,0.32549636197643,,0.515596961787471
0.6227,0.619,0.319154519346444,0.7134,0.367826872539181,0.6662,0.343490695942813,0.5875,0.302913215050139,0.6771,0.349110702826296,0.6323,0.326011958938218,,0.515596961787471
0.6228,0.6204,0.319876355092947,0.7145,0.368394029197148,0.6674,0.344109412296958,0.5887,0.303531931404284,0.6779,0.349523180395726,0.6333,0.326527555900005,,0.515596961787471
0.6229,0.6217,0.32054663114327,0.7155,0.368909626158935,0.6686,0.344728128651103,0.5898,0.30409908806225,0.6788,0.349987217661335,0.6343,0.327043152861793,,0.515596961787471
0.623,0.6231,0.321268466889773,0.7165,0.369425223120723,0.6698,0.345346845005248,0.591,0.304717804416395,0.6796,0.350399695230765,0.6353,0.32755874982358,,0.515596961787471
0.6231,0.6244,0.321938742940097,0.7175,0.36994082008251,0.671,0.345965561359393,0.5921,0.305284961074361,0.6804,0.350812172800195,0.6363,0.328074346785367,,0.515596961787471
0.6232,0.6258,0.322660578686599,0.7185,0.370456417044298,0.6722,0.346584277713538,0.5933,0.305903677428506,0.6812,0.351224650369625,0.6373,0.328589943747155,,0.515596961787471
0.6233,0.6271,0.323330854736923,0.7195,0.370972014006085,0.6733,0.347151434371504,0.5945,0.306522393782651,0.682,0.351637127939055,0.6382,0.329053981012764,,0.515596961787471
0.6234,0.6285,0.324052690483425,0.7205,0.371487610967873,0.6745,0.347770150725649,0.5956,0.307089550440617,0.6828,0.352049605508485,0.6392,0.329569577974551,,0.515596961787471
0.6235,0.6298,0.324722966533749,0.7215,0.37200320792966,0.6757,0.348388867079794,0.5968,0.307708266794762,0.6836,0.352462083077915,0.6402,0.330085174936339,,0.515596961787471
0.6236,0.6312,0.325444802280251,0.7225,0.372518804891447,0.6769,0.349007583433939,0.5979,0.308275423452729,0.6844,0.352874560647345,0.6412,0.330600771898126,,0.515596961787471
0.6237,0.6325,0.326115078330575,0.7235,0.373034401853235,0.678,0.349574740091905,0.5991,0.308894139806874,0.6852,0.353287038216775,0.6421,0.331064809163735,,0.515596961787471
0.6238,0.6339,0.326836914077078,0.7245,0.373549998815022,0.6792,0.35019345644605,0.6002,0.30946129646484,0.686,0.353699515786205,0.6431,0.331580406125522,,0.515596961787471
0.6239,0.6352,0.327507190127401,0.7255,0.37406559577681,0.6804,0.350812172800195,0.6013,0.310028453122806,0.6868,0.354111993355635,0.6441,0.33209600308731,,0.515596961787471
0.624,0.6366,0.328229025873904,0.7265,0.374581192738597,0.6815,0.351379329458161,0.6025,0.310647169476951,0.6876,0.354524470925065,0.645,0.332560040352919,,0.515596961787471
0.6241,0.6379,0.328899301924227,0.7275,0.375096789700385,0.6827,0.351998045812306,0.6036,0.311214326134917,0.6884,0.354936948494495,0.646,0.333075637314706,,0.515596961787471
0.6242,0.6392,0.329569577974551,0.7284,0.375560826965994,0.6838,0.352565202470272,0.6048,0.311833042489062,0.6892,0.355349426063925,0.647,0.333591234276493,,0.515596961787471
0.6243,0.6406,0.330291413721054,0.7294,0.376076423927781,0.685,0.353183918824417,0.6059,0.312400199147028,0.69,0.355761903633355,0.6479,0.334055271542102,,0.515596961787471
0.6244,0.6419,0.330961689771377,0.7304,0.376592020889569,0.6861,0.353751075482384,0.607,0.312967355804995,0.6908,0.356174381202785,0.6489,0.33457086850389,,0.515596961787471
0.6245,0.6432,0.331631965821701,0.7314,0.377107617851356,0.6873,0.354369791836529,0.6082,0.31358607215914,0.6916,0.356586858772215,0.6499,0.335086465465677,,0.515596961787471
0.6246,0.6445,0.332302241872025,0.7324,0.377623214813143,0.6884,0.354936948494495,0.6093,0.314153228817106,0.6923,0.356947776645466,0.6508,0.335550502731286,,0.515596961787471
0.6247,0.6459,0.333024077618527,0.7333,0.378087252078752,0.6896,0.35555566484864,0.6104,0.314720385475072,0.6931,0.357360254214896,0.6518,0.336066099693073,,0.515596961787471
0.6248,0.6472,0.333694353668851,0.7343,0.37860284904054,0.6907,0.356122821506606,0.6116,0.315339101829217,0.6939,0.357772731784326,0.6527,0.336530136958682,,0.515596961787471
0.6249,0.6485,0.334364629719175,0.7353,0.379118446002327,0.6919,0.356741537860751,0.6127,0.315906258487183,0.6947,0.358185209353756,0.6537,0.337045733920469,,0.515596961787471
0.625,0.6498,0.335034905769498,0.7362,0.379582483267936,0.693,0.357308694518717,0.6138,0.316473415145149,0.6955,0.358597686923186,0.6547,0.337561330882257,,0.515596961787471
0.6251,0.6511,0.335705181819822,0.7372,0.380098080229723,0.6942,0.357927410872862,0.615,0.317092131499294,0.6963,0.359010164492616,0.6556,0.338025368147866,,0.515596961787471
0.6252,0.6524,0.336375457870146,0.7382,0.380613677191511,0.6953,0.358494567530828,0.6161,0.317659288157261,0.6971,0.359422642062046,0.6566,0.338540965109653,,0.515596961787471
0.6253,0.6537,0.337045733920469,0.7391,0.381077714457119,0.6964,0.359061724188794,0.6172,0.318226444815227,0.6978,0.359783559935297,0.6575,0.339005002375262,,0.515596961787471
0.6254,0.655,0.337716009970793,0.7401,0.381593311418907,0.6976,0.359680440542939,0.6183,0.318793601473193,0.6986,0.360196037504727,0.6585,0.339520599337049,,0.515596961787471
0.6255,0.6563,0.338386286021117,0.741,0.382057348684516,0.6987,0.360247597200906,0.6195,0.319412317827338,0.6994,0.360608515074157,0.6594,0.339984636602658,,0.515596961787471
0.6256,0.6577,0.339108121767619,0.742,0.382572945646303,0.6998,0.360814753858872,0.6206,0.319979474485304,0.7002,0.361020992643587,0.6604,0.340500233564446,,0.515596961787471
0.6257,0.659,0.339778397817943,0.7429,0.383036982911912,0.7009,0.361381910516838,0.6217,0.32054663114327,0.701,0.361433470213017,0.6614,0.341015830526233,,0.515596961787471
0.6258,0.6603,0.340448673868267,0.7439,0.383552579873699,0.7021,0.362000626870983,0.6229,0.321165347497415,0.7018,0.361845947782447,0.6623,0.341479867791842,,0.515596961787471
0.6259,0.6616,0.341118949918591,0.7448,0.384016617139308,0.7032,0.362567783528949,0.624,0.321732504155382,0.7025,0.362206865655698,0.6633,0.341995464753629,,0.515596961787471
0.626,0.6629,0.341789225968914,0.7458,0.384532214101096,0.7043,0.363134940186916,0.6251,0.322299660813348,0.7033,0.362619343225128,0.6642,0.342459502019238,,0.515596961787471
0.6261,0.6642,0.342459502019238,0.7467,0.384996251366704,0.7054,0.363702096844882,0.6263,0.322918377167493,0.7041,0.363031820794558,0.6652,0.342975098981025,,0.515596961787471
0.6262,0.6655,0.343129778069562,0.7477,0.385511848328492,0.7066,0.364320813199027,0.6274,0.323485533825459,0.7049,0.363444298363988,0.6661,0.343439136246634,,0.515596961787471
0.6263,0.6668,0.343800054119885,0.7486,0.3859758855941,0.7077,0.364887969856993,0.6285,0.324052690483425,0.7057,0.363856775933418,0.6671,0.343954733208422,,0.515596961787471
0.6264,0.6681,0.344470330170209,0.7495,0.386439922859709,0.7088,0.365455126514959,0.6297,0.32467140683757,0.7064,0.364217693806669,0.6681,0.344470330170209,,0.515596961787471
0.6265,0.6694,0.345140606220533,0.7504,0.386903960125318,0.7099,0.366022283172925,0.6308,0.325238563495536,0.7072,0.364630171376099,0.669,0.344934367435818,,0.515596961787471
0.6266,0.6707,0.345810882270856,0.7514,0.387419557087105,0.711,0.366589439830892,0.632,0.325857279849681,0.708,0.365042648945529,0.67,0.345449964397605,,0.515596961787471
0.6267,0.672,0.34648115832118,0.7523,0.387883594352714,0.7121,0.367156596488858,0.6331,0.326424436507648,0.7088,0.365455126514959,0.671,0.345965561359393,,0.515596961787471
0.6268,0.6733,0.347151434371504,0.7532,0.388347631618323,0.7132,0.367723753146824,0.6343,0.327043152861793,0.7096,0.365867604084389,0.6719,0.346429598625001,,0.515596961787471
0.6269,0.6746,0.347821710421828,0.7541,0.388811668883932,0.7143,0.36829090980479,0.6354,0.327610309519759,0.7104,0.366280081653819,0.6729,0.346945195586789,,0.515596961787471
0.627,0.6758,0.348440426775973,0.755,0.38927570614954,0.7154,0.368858066462756,0.6366,0.328229025873904,0.7111,0.36664099952707,0.6739,0.347460792548576,,0.515596961787471
0.6271,0.6771,0.349110702826296,0.756,0.389791303111328,0.7165,0.369425223120723,0.6377,0.32879618253187,0.7119,0.3670534770965,0.6748,0.347924829814185,,0.515596961787471
0.6272,0.6784,0.34978097887662,0.7569,0.390255340376936,0.7176,0.369992379778689,0.6389,0.329414898886015,0.7127,0.36746595466593,0.6758,0.348440426775973,,0.515596961787471
0.6273,0.6797,0.350451254926944,0.7578,0.390719377642545,0.7187,0.370559536436655,0.64,0.329982055543981,0.7135,0.36787843223536,0.6768,0.34895602373776,,0.515596961787471
0.6274,0.681,0.351121530977267,0.7587,0.391183414908154,0.7198,0.371126693094621,0.6412,0.330600771898126,0.7143,0.36829090980479,0.6777,0.349420061003369,,0.515596961787471
0.6275,0.6823,0.351791807027591,0.7596,0.391647452173763,0.7209,0.371693849752587,0.6423,0.331167928556092,0.7151,0.36870338737422,0.6787,0.349935657965156,,0.515596961787471
0.6276,0.6835,0.352410523381736,0.7605,0.392111489439371,0.722,0.372261006410554,0.6435,0.331786644910237,0.7159,0.36911586494365,0.6797,0.350451254926944,,0.515596961787471
0.6277,0.6848,0.35308079943206,0.7614,0.39257552670498,0.7231,0.37282816306852,0.6446,0.332353801568203,0.7167,0.36952834251308,0.6807,0.350966851888731,,0.515596961787471
0.6278,0.6861,0.353751075482384,0.7623,0.393039563970589,0.7242,0.373395319726486,0.6458,0.332972517922348,0.7175,0.36994082008251,0.6816,0.35143088915434,,0.515596961787471
0.6279,0.6874,0.354421351532707,0.7631,0.393452041540019,0.7253,0.373962476384452,0.6469,0.333539674580315,0.7183,0.37035329765194,0.6826,0.351946486116127,,0.515596961787471
0.628,0.6886,0.355040067886852,0.764,0.393916078805627,0.7263,0.37447807334624,0.6481,0.33415839093446,0.7191,0.37076577522137,0.6836,0.352462083077915,,0.515596961787471
0.6281,0.6899,0.355710343937176,0.7649,0.394380116071236,0.7274,0.375045230004206,0.6493,0.334777107288605,0.7199,0.3711782527908,0.6846,0.352977680039702,,0.515596961787471
0.6282,0.6911,0.356329060291321,0.7658,0.394844153336845,0.7285,0.375612386662172,0.6504,0.335344263946571,0.7207,0.37159073036023,0.6856,0.35349327700149,,0.515596961787471
0.6283,0.6924,0.356999336341645,0.7667,0.395308190602454,0.7295,0.37612798362396,0.6516,0.335962980300716,0.7215,0.37200320792966,0.6865,0.353957314267099,,0.515596961787471
0.6284,0.6937,0.357669612391968,0.7676,0.395772227868062,0.7306,0.376695140281926,0.6528,0.336581696654861,0.7223,0.37241568549909,0.6875,0.354472911228886,,0.515596961787471
0.6285,0.6949,0.358288328746113,0.7684,0.396184705437492,0.7317,0.377262296939892,0.6539,0.337148853312827,0.7231,0.37282816306852,0.6885,0.354988508190673,,0.515596961787471
0.6286,0.6962,0.358958604796437,0.7693,0.396648742703101,0.7327,0.37777789390168,0.6551,0.337767569666972,0.7239,0.37324064063795,0.6895,0.355504105152461,,0.515596961787471
0.6287,0.6974,0.359577321150582,0.7702,0.39711277996871,0.7338,0.378345050559646,0.6563,0.338386286021117,0.7247,0.37365311820738,0.6905,0.356019702114248,,0.515596961787471
0.6288,0.6987,0.360247597200906,0.771,0.39752525753814,0.7349,0.378912207217612,0.6574,0.338953442679083,0.7255,0.37406559577681,0.6915,0.356535299076036,,0.515596961787471
0.6289,0.6999,0.360866313555051,0.7719,0.397989294803749,0.7359,0.3794278041794,0.6586,0.339572159033228,0.7263,0.37447807334624,0.6925,0.357050896037823,,0.515596961787471
0.629,0.7012,0.361536589605374,0.7728,0.398453332069357,0.737,0.379994960837366,0.6598,0.340190875387373,0.7272,0.374942110611849,0.6935,0.357566492999611,,0.515596961787471
0.6291,0.7024,0.362155305959519,0.7736,0.398865809638787,0.738,0.380510557799153,0.6609,0.340758032045339,0.728,0.375354588181279,0.6945,0.358082089961398,,0.515596961787471
0.6292,0.7036,0.362774022313664,0.7745,0.399329846904396,0.7391,0.381077714457119,0.6621,0.341376748399484,0.7288,0.375767065750709,0.6955,0.358597686923186,,0.515596961787471
0.6293,0.7049,0.363444298363988,0.7753,0.399742324473826,0.7401,0.381593311418907,0.6633,0.341995464753629,0.7296,0.376179543320139,0.6965,0.359113283884973,,0.515596961787471
0.6294,0.7061,0.364063014718133,0.7762,0.400206361739435,0.7412,0.382160468076873,0.6645,0.342614181107774,0.7304,0.376592020889569,0.6975,0.359628880846761,,0.515596961787471
0.6295,0.7074,0.364733290768457,0.777,0.400618839308865,0.7422,0.382676065038661,0.6657,0.343232897461919,0.7313,0.377056058155177,0.6985,0.360144477808548,,0.515596961787471
0.6296,0.7086,0.365352007122602,0.7779,0.401082876574473,0.7432,0.383191662000448,0.6669,0.343851613816064,0.7321,0.377468535724607,0.6995,0.360660074770336,,0.515596961787471
0.6297,0.7098,0.365970723476747,0.7787,0.401495354143903,0.7443,0.383758818658414,0.6681,0.344470330170209,0.7329,0.377881013294037,0.7005,0.361175671732123,,0.515596961787471
0.6298,0.7111,0.36664099952707,0.7796,0.401959391409512,0.7453,0.384274415620202,0.6692,0.345037486828175,0.7337,0.378293490863467,0.7015,0.361691268693911,,0.515596961787471
0.6299,0.7123,0.367259715881215,0.7804,0.402371868978942,0.7463,0.384790012581989,0.6704,0.34565620318232,0.7346,0.378757528129076,0.7025,0.362206865655698,,0.515596961787471
0.63,0.7135,0.36787843223536,0.7812,0.402784346548372,0.7474,0.385357169239955,0.6716,0.346274919536465,0.7354,0.379170005698506,0.7035,0.362722462617486,,0.515596961787471
0.6301,0.7147,0.368497148589505,0.7821,0.403248383813981,0.7484,0.385872766201743,0.6728,0.34689363589061,0.7362,0.379582483267936,0.7045,0.363238059579273,,0.515596961787471
0.6302,0.716,0.369167424639829,0.7829,0.403660861383411,0.7494,0.38638836316353,0.674,0.347512352244755,0.737,0.379994960837366,0.7055,0.36375365654106,,0.515596961787471
0.6303,0.7172,0.369786140993974,0.7837,0.404073338952841,0.7504,0.386903960125318,0.6752,0.3481310685989,0.7379,0.380458998102974,0.7065,0.364269253502848,,0.515596961787471
0.6304,0.7184,0.370404857348119,0.7845,0.404485816522271,0.7515,0.387471116783284,0.6764,0.348749784953045,0.7387,0.380871475672405,0.7075,0.364784850464635,,0.515596961787471
0.6305,0.7196,0.371023573702264,0.7853,0.404898294091701,0.7525,0.387986713745072,0.6776,0.34936850130719,0.7395,0.381283953241834,0.7086,0.365352007122602,,0.515596961787471
0.6306,0.7208,0.371642290056409,0.7862,0.405362331357309,0.7535,0.388502310706859,0.6788,0.349987217661335,0.7403,0.381696430811264,0.7096,0.365867604084389,,0.515596961787471
0.6307,0.722,0.372261006410554,0.787,0.405774808926739,0.7545,0.389017907668646,0.68,0.35060593401548,0.7412,0.382160468076873,0.7106,0.366383201046177,,0.515596961787471
0.6308,0.7232,0.372879722764699,0.7878,0.406187286496169,0.7555,0.389533504630434,0.6812,0.351224650369625,0.742,0.382572945646303,0.7116,0.366898798007964,,0.515596961787471
0.6309,0.7244,0.373498439118844,0.7886,0.406599764065599,0.7565,0.390049101592221,0.6824,0.35184336672377,0.7428,0.382985423215733,0.7126,0.367414394969752,,0.515596961787471
0.631,0.7256,0.374117155472989,0.7894,0.407012241635029,0.7575,0.390564698554009,0.6836,0.352462083077915,0.7437,0.383449460481342,0.7137,0.367981551627718,,0.515596961787471
0.6311,0.7268,0.374735871827134,0.7902,0.407424719204459,0.7585,0.391080295515796,0.6848,0.35308079943206,0.7445,0.383861938050772,0.7147,0.368497148589505,,0.515596961787471
0.6312,0.728,0.375354588181279,0.791,0.407837196773889,0.7595,0.391595892477584,0.686,0.353699515786205,0.7453,0.384274415620202,0.7157,0.369012745551293,,0.515596961787471
0.6313,0.7292,0.375973304535424,0.7918,0.408249674343319,0.7605,0.392111489439371,0.6873,0.354369791836529,0.7462,0.384738452885811,0.7167,0.36952834251308,,0.515596961787471
0.6314,0.7304,0.376592020889569,0.7925,0.40861059221657,0.7615,0.392627086401159,0.6885,0.354988508190673,0.747,0.38515093045524,0.7177,0.370043939474868,,0.515596961787471
0.6315,0.7316,0.377210737243713,0.7933,0.409023069786,0.7625,0.393142683362946,0.6897,0.355607224544818,0.7479,0.385614967720849,0.7188,0.370611096132834,,0.515596961787471
0.6316,0.7328,0.377829453597858,0.7941,0.40943554735543,0.7635,0.393658280324734,0.6909,0.356225940898963,0.7487,0.386027445290279,0.7198,0.371126693094621,,0.515596961787471
0.6317,0.734,0.378448169952003,0.7949,0.40984802492486,0.7644,0.394122317590342,0.6921,0.356844657253108,0.7495,0.386439922859709,0.7208,0.371642290056409,,0.515596961787471
0.6318,0.7352,0.379066886306148,0.7957,0.41026050249429,0.7654,0.39463791455213,0.6933,0.357463373607253,0.7504,0.386903960125318,0.7219,0.372209446714375,,0.515596961787471
0.6319,0.7363,0.379634042964115,0.7965,0.41067298006372,0.7664,0.395153511513917,0.6945,0.358082089961398,0.7512,0.387316437694748,0.7229,0.372725043676162,,0.515596961787471
0.632,0.7375,0.38025275931826,0.7972,0.411033897936972,0.7674,0.395669108475705,0.6957,0.358700806315543,0.7521,0.387780474960357,0.7239,0.37324064063795,,0.515596961787471
0.6321,0.7387,0.380871475672405,0.798,0.411446375506401,0.7684,0.396184705437492,0.697,0.359371082365867,0.7529,0.388192952529787,0.7249,0.373756237599737,,0.515596961787471
0.6322,0.7399,0.381490192026549,0.7988,0.411858853075831,0.7693,0.396648742703101,0.6982,0.359989798720012,0.7538,0.388656989795395,0.726,0.374323394257704,,0.515596961787471
0.6323,0.741,0.382057348684516,0.7995,0.412219770949083,0.7703,0.397164339664889,0.6994,0.360608515074157,0.7546,0.389069467364825,0.727,0.374838991219491,,0.515596961787471
0.6324,0.7422,0.382676065038661,0.8003,0.412632248518513,0.7713,0.397679936626676,0.7006,0.361227231428302,0.7555,0.389533504630434,0.728,0.375354588181279,,0.515596961787471
0.6325,0.7434,0.383294781392806,0.8011,0.413044726087943,0.7722,0.398143973892285,0.7018,0.361845947782447,0.7563,0.389945982199864,0.7291,0.375921744839245,,0.515596961787471
0.6326,0.7445,0.383861938050772,0.8018,0.413405643961194,0.7732,0.398659570854072,0.703,0.362464664136592,0.7572,0.390410019465473,0.7301,0.376437341801032,,0.515596961787471
0.6327,0.7457,0.384480654404917,0.8026,0.413818121530624,0.7741,0.399123608119681,0.7043,0.363134940186916,0.758,0.390822497034903,0.7311,0.37695293876282,,0.515596961787471
0.6328,0.7468,0.385047811062883,0.8033,0.414179039403875,0.7751,0.399639205081468,0.7055,0.36375365654106,0.7588,0.391234974604333,0.7322,0.377520095420786,,0.515596961787471
0.6329,0.748,0.385666527417028,0.8041,0.414591516973305,0.776,0.400103242347077,0.7067,0.364372372895205,0.7597,0.391699011869941,0.7332,0.378035692382573,,0.515596961787471
0.633,0.7491,0.386233684074994,0.8048,0.414952434846556,0.777,0.400618839308865,0.7079,0.36499108924935,0.7605,0.392111489439371,0.7342,0.378551289344361,,0.515596961787471
0.6331,0.7503,0.386852400429139,0.8056,0.415364912415986,0.7779,0.401082876574473,0.7091,0.365609805603495,0.7614,0.39257552670498,0.7352,0.379066886306148,,0.515596961787471
0.6332,0.7514,0.387419557087105,0.8063,0.415725830289238,0.7789,0.401598473536261,0.7103,0.36622852195764,0.7622,0.39298800427441,0.7363,0.379634042964115,,0.515596961787471
0.6333,0.7525,0.387986713745072,0.807,0.416086748162489,0.7798,0.40206251080187,0.7115,0.366847238311785,0.763,0.39340048184384,0.7373,0.380149639925902,,0.515596961787471
0.6334,0.7537,0.388605430099217,0.8078,0.416499225731919,0.7807,0.402526548067478,0.7127,0.36746595466593,0.7639,0.393864519109449,0.7383,0.380665236887689,,0.515596961787471
0.6335,0.7548,0.389172586757183,0.8085,0.41686014360517,0.7817,0.403042145029266,0.7139,0.368084671020075,0.7647,0.394276996678879,0.7393,0.381180833849477,,0.515596961787471
0.6336,0.756,0.389791303111328,0.8092,0.417221061478421,0.7826,0.403506182294874,0.7151,0.36870338737422,0.7655,0.394689474248309,0.7403,0.381696430811264,,0.515596961787471
0.6337,0.7571,0.390358459769294,0.8099,0.417581979351672,0.7835,0.403970219560483,0.7164,0.369373663424544,0.7664,0.395153511513917,0.7414,0.382263587469231,,0.515596961787471
0.6338,0.7582,0.39092561642726,0.8107,0.417994456921102,0.7844,0.404434256826092,0.7176,0.369992379778689,0.7672,0.395565989083347,0.7424,0.382779184431018,,0.515596961787471
0.6339,0.7593,0.391492773085226,0.8114,0.418355374794354,0.7854,0.404949853787879,0.7188,0.370611096132834,0.768,0.395978466652777,0.7434,0.383294781392806,,0.515596961787471
0.634,0.7605,0.392111489439371,0.8121,0.418716292667605,0.7863,0.405413891053488,0.72,0.371229812486979,0.7688,0.396390944222207,0.7444,0.383810378354593,,0.515596961787471
0.6341,0.7616,0.392678646097338,0.8128,0.419077210540856,0.7872,0.405877928319097,0.7212,0.371848528841124,0.7697,0.396854981487816,0.7454,0.38432597531638,,0.515596961787471
0.6342,0.7627,0.393245802755304,0.8135,0.419438128414107,0.7881,0.406341965584706,0.7224,0.372467245195269,0.7705,0.397267459057246,0.7464,0.384841572278168,,0.515596961787471
0.6343,0.7638,0.39381295941327,0.8142,0.419799046287359,0.789,0.406806002850314,0.7236,0.373085961549414,0.7713,0.397679936626676,0.7474,0.385357169239955,,0.515596961787471
0.6344,0.7649,0.394380116071236,0.8149,0.42015996416061,0.7899,0.407270040115923,0.7248,0.373704677903559,0.7721,0.398092414196106,0.7485,0.385924325897922,,0.515596961787471
0.6345,0.766,0.394947272729202,0.8156,0.420520882033861,0.7908,0.407734077381532,0.726,0.374323394257704,0.7729,0.398504891765536,0.7495,0.386439922859709,,0.515596961787471
0.6346,0.7671,0.395514429387169,0.8163,0.420881799907112,0.7917,0.40819811464714,0.7272,0.374942110611849,0.7737,0.398917369334966,0.7505,0.386955519821497,,0.515596961787471
0.6347,0.7682,0.396081586045135,0.817,0.421242717780363,0.7926,0.408662151912749,0.7284,0.375560826965994,0.7746,0.399381406600575,0.7515,0.387471116783284,,0.515596961787471
0.6348,0.7694,0.39670030239928,0.8176,0.421552075957436,0.7935,0.409126189178358,0.7296,0.376179543320139,0.7754,0.399793884170005,0.7525,0.387986713745072,,0.515596961787471
0.6349,0.7705,0.397267459057246,0.8183,0.421912993830687,0.7944,0.409590226443967,0.7308,0.376798259674283,0.7762,0.400206361739435,0.7535,0.388502310706859,,0.515596961787471
0.635,0.7715,0.397783056019033,0.819,0.422273911703938,0.7953,0.410054263709575,0.7319,0.37736541633225,0.777,0.400618839308865,0.7545,0.389017907668646,,0.515596961787471
0.6351,0.7726,0.398350212677,0.8197,0.42263482957719,0.7962,0.410518300975184,0.7331,0.377984132686395,0.7778,0.401031316878295,0.7554,0.389481944934255,,0.515596961787471
0.6352,0.7737,0.398917369334966,0.8204,0.422995747450441,0.797,0.410930778544614,0.7343,0.37860284904054,0.7786,0.401443794447725,0.7564,0.389997541896043,,0.515596961787471
