LAM,Th_P90,Th_P90_corr,Th_P0,Th_P0_corr,Th_UnPol,Th_UnPol_corr,Lab_P90,Lab_P90_corr,Lab_P0,Lab_P0_corr,Lab_Unpol,Lab_Unpol_corr,,U-Arm
0.4109,0.7963,0.4322,0.1925,0.1045,0.4944,0.2683,0.7304,0.3964,0.1766,0.0958,0.4535,0.2461,,0.542733643986811
0.411,0.7938,0.4308,0.1866,0.1013,0.4902,0.2660,0.7281,0.3952,0.1712,0.0929,0.4497,0.2441,,0.542733643986811
0.4111,0.7911,0.4294,0.1807,0.0981,0.4859,0.2637,0.7258,0.3939,0.1659,0.0900,0.4458,0.2420,,0.542733643986811
0.4112,0.7884,0.4279,0.1749,0.0949,0.4817,0.2614,0.7234,0.3926,0.1606,0.0872,0.442,0.2399,,0.542733643986811
0.4113,0.7856,0.4264,0.1692,0.0918,0.4774,0.2591,0.7209,0.3913,0.1553,0.0843,0.4381,0.2378,,0.542733643986811
0.4114,0.7828,0.4249,0.1635,0.0887,0.4731,0.2568,0.7184,0.3899,0.1501,0.0815,0.4342,0.2357,,0.542733643986811
0.4115,0.7799,0.4233,0.1579,0.0857,0.4689,0.2545,0.7158,0.3885,0.145,0.0787,0.4304,0.2336,,0.542733643986811
0.4116,0.7769,0.4216,0.1523,0.0827,0.4646,0.2522,0.7131,0.3870,0.1399,0.0759,0.4265,0.2315,,0.542733643986811
0.4117,0.7738,0.4200,0.1468,0.0797,0.4603,0.2498,0.7104,0.3856,0.1349,0.0732,0.4226,0.2294,,0.542733643986811
0.4118,0.7707,0.4183,0.1414,0.0767,0.4561,0.2475,0.7076,0.3840,0.1299,0.0705,0.4188,0.2273,,0.542733643986811
0.4119,0.7675,0.4165,0.1361,0.0739,0.4518,0.2452,0.7047,0.3825,0.125,0.0678,0.4149,0.2252,,0.542733643986811
0.412,0.7642,0.4148,0.1308,0.0710,0.4475,0.2429,0.7018,0.3809,0.1202,0.0652,0.411,0.2231,,0.542733643986811
0.4121,0.7609,0.4130,0.1257,0.0682,0.4433,0.2406,0.6988,0.3793,0.1155,0.0627,0.4072,0.2210,,0.542733643986811
0.4122,0.7575,0.4111,0.1206,0.0655,0.439,0.2383,0.6958,0.3776,0.1108,0.0601,0.4033,0.2189,,0.542733643986811
0.4123,0.754,0.4092,0.1156,0.0627,0.4348,0.2360,0.6927,0.3760,0.1063,0.0577,0.3995,0.2168,,0.542733643986811
0.4124,0.7504,0.4073,0.1107,0.0601,0.4305,0.2336,0.6895,0.3742,0.1018,0.0553,0.3956,0.2147,,0.542733643986811
0.4125,0.7468,0.4053,0.1058,0.0574,0.4263,0.2314,0.6862,0.3724,0.0973,0.0528,0.3918,0.2126,,0.542733643986811
0.4126,0.7431,0.4033,0.1011,0.0549,0.4221,0.2291,0.6829,0.3706,0.093,0.0505,0.388,0.2106,,0.542733643986811
0.4127,0.7393,0.4012,0.0964,0.0523,0.4179,0.2268,0.6795,0.3688,0.0887,0.0481,0.3841,0.2085,,0.542733643986811
0.4128,0.7354,0.3991,0.0919,0.0499,0.4136,0.2245,0.676,0.3669,0.0846,0.0459,0.3803,0.2064,,0.542733643986811
0.4129,0.7314,0.3970,0.0874,0.0474,0.4094,0.2222,0.6725,0.3650,0.0805,0.0437,0.3765,0.2043,,0.542733643986811
0.413,0.7274,0.3948,0.0831,0.0451,0.4052,0.2199,0.6689,0.3630,0.0765,0.0415,0.3727,0.2023,,0.542733643986811
0.4131,0.7233,0.3926,0.0788,0.0428,0.4011,0.2177,0.6652,0.3610,0.0726,0.0394,0.3689,0.2002,,0.542733643986811
0.4132,0.7191,0.3903,0.0747,0.0405,0.3969,0.2154,0.6614,0.3590,0.0688,0.0373,0.3651,0.1982,,0.542733643986811
0.4133,0.7148,0.3879,0.0706,0.0383,0.3927,0.2131,0.6576,0.3569,0.0651,0.0353,0.3613,0.1961,,0.542733643986811
0.4134,0.7105,0.3856,0.0667,0.0362,0.3886,0.2109,0.6536,0.3547,0.0614,0.0333,0.3575,0.1940,,0.542733643986811
0.4135,0.7061,0.3832,0.0628,0.0341,0.3845,0.2087,0.6497,0.3526,0.0579,0.0314,0.3538,0.1920,,0.542733643986811
0.4136,0.7016,0.3808,0.0591,0.0321,0.3803,0.2064,0.6456,0.3504,0.0545,0.0296,0.35,0.1900,,0.542733643986811
0.4137,0.697,0.3783,0.0555,0.0301,0.3763,0.2042,0.6415,0.3482,0.0511,0.0277,0.3463,0.1879,,0.542733643986811
0.4138,0.6924,0.3758,0.0519,0.0282,0.3722,0.2020,0.6373,0.3459,0.0479,0.0260,0.3426,0.1859,,0.542733643986811
0.4139,0.6877,0.3732,0.0485,0.0263,0.3681,0.1998,0.633,0.3436,0.0448,0.0243,0.3389,0.1839,,0.542733643986811
0.414,0.683,0.3707,0.0452,0.0245,0.3641,0.1976,0.6287,0.3412,0.0417,0.0226,0.3352,0.1819,,0.542733643986811
0.4141,0.6781,0.3680,0.042,0.0228,0.3601,0.1954,0.6243,0.3388,0.0388,0.0211,0.3315,0.1799,,0.542733643986811
0.4142,0.6732,0.3654,0.0389,0.0211,0.3561,0.1933,0.6198,0.3364,0.0359,0.0195,0.3279,0.1780,,0.542733643986811
0.4143,0.6683,0.3627,0.0359,0.0195,0.3521,0.1911,0.6153,0.3339,0.0332,0.0180,0.3243,0.1760,,0.542733643986811
0.4144,0.6632,0.3599,0.0331,0.0180,0.3482,0.1890,0.6107,0.3314,0.0306,0.0166,0.3206,0.1740,,0.542733643986811
0.4145,0.6581,0.3572,0.0303,0.0164,0.3442,0.1868,0.6061,0.3290,0.028,0.0152,0.317,0.1720,,0.542733643986811
0.4146,0.653,0.3544,0.0277,0.0150,0.3403,0.1847,0.6013,0.3263,0.0256,0.0139,0.3135,0.1701,,0.542733643986811
0.4147,0.6477,0.3515,0.0252,0.0137,0.3364,0.1826,0.5965,0.3237,0.0233,0.0126,0.3099,0.1682,,0.542733643986811
0.4148,0.6424,0.3487,0.0228,0.0124,0.3326,0.1805,0.5916,0.3211,0.0211,0.0115,0.3064,0.1663,,0.542733643986811
0.4148,0.637,0.3457,0.0205,0.0111,0.3288,0.1785,0.5892,0.3198,0.02,0.0109,0.3046,0.1653,,0.542733643986811
0.4149,0.6316,0.3428,0.0183,0.0099,0.325,0.1764,0.5868,0.3185,0.0189,0.0103,0.3028,0.1643,,0.542733643986811
